"","V1"
"KATNAL2",0.2363
"HDHD2",0.0223
"ZNF91",2.6821
"IGF2",0.2528
"RNF214",2.0951
"CDK12",13.6656
"DPEP2",0.1541
"DUS2",2.2157
"POP5",18.3386
"ENGASE",0.683
"RBFOX3",0.0018
"ATP5MG",11.3029
"CD3D",3.4595
"TBC1D16",10.5134
"TEPSIN",0.5185
"MYO5B",1.2803
"ART5",0.1742
"ACAA2",5.8102
"STIM1",7.7259
"RRM1",26.035
"OR51E2",0.2811
"TRIM68",1.9497
"MMP26",0
"OR51B5",0.0088
"OR51I1",0.0368
"OR51Q1",0.0159
"FN3K",12.8312
"PRRT2",1.1021
"ZNF23",0.0239
"IRGQ",3.7722
"ZNF226",1.4042
"ZNF180",3.0901
"PPP2R3B",0.9285
"PPP2R3B",0
"ZNF668",1.3351
"ZNF646",3.4072
"VKORC1",9.893
"GNG8",0.7245
"LPO",0.0297
"CA4",0.0503
"SMG8",4.4027
"TPM4",93.1134
"RAB8A",6.5836
"GPX4",278.6842
"MIDN",46.2304
"JSRP1",0.8649
"NIBAN3",0.0176
"KLHL26",3.515
"GATAD2A",13.6703
"MVD",3.0817
"CDT1",7.1317
"TRAPPC2L",5.774
"ANKRD11",2.1407
"SPATA33",1.8113
"RSKR",0.3439
"PROCA1",0.2061
"RPL13",257.9349
"ZNF641",1.3396
"LALBA",0.0418
"CACNB3",4.2905
"DHRS13",0.9601
"TP53I13",12.7462
"KMT2D",1.6885
"CORO6",4.0603
"RHEBL1",1.1512
"TUBA1A",78.8541
"TUBA1C",18.5711
"ZNF610",4.0383
"ZNF528",1.1252
"ZNF701",1.2822
"SERTAD3",33.5437
"NCKAP5L",4.4986
"RAB4B",0.0574
"AQP2",0.0525
"GPD1",0.464
"PROSER3",1.6929
"CYP2S1",1.4613
"AXL",13.8658
"NFKBID",1.0004
"TMC4",51.7783
"ANKRD33",1.038
"LAIR1",2.0488
"TTYH1",0.0492
"LENG8",7.6532
"CDC42EP5",5.8766
"LAIR2",0.0333
"TMEM145",0.5692
"ZNF526",3.9504
"TRAPPC9",10.2834
"KIR3DL1",0.0651
"NLRP7",0.0267
"ZNF146",38.1255
"ZNF283",0.768
"PPP1R14A",3.5813
"SPINT2",30.7652
"C19orf33",0
"YIF1B",9.6421
"DNAAF3",0.8531
"PSCA",2.663
"ATCAY",0
"LY6D",0.4643
"DAPK3",20.71
"EEF2",673.775
"TMIGD2",0.0276
"CHAF1A",5.0726
"UBXN6",26.3391
"HDGFL2",15.3881
"PLIN4",0.6605
"SEMA6B",1.1961
"ZNF444",8.2377
"NXN",5.9909
"TLCD3A",4.5441
"GLOD4",6.5264
"MFSD3",20.843
"GPT",2.694
"KIFC2",5.3803
"SLC43A2",9.7279
"RILP",3.4831
"SERPINF2",0.5116
"WDR81",1.4107
"SRR",1.7966
"TSR1",4.2656
"TRPV3",0.3153
"HSD11B1L",3.0405
"CYB5D2",8.9013
"GGT6",10.9522
"KLK1",0.1096
"KLK4",1.3389
"KLK2",0.0903
"KLK5",1.7146
"KLK6",0.4488
"KLK11",0.1229
"KLK13",0.121
"ZNF83",5.8675
"KRT80",7.7059
"KRT1",0.2097
"ACER1",0.0365
"OTUB1",31.2993
"RCOR2",0.7015
"ANGPTL4",9.3791
"AC010323.1",0
"CD320",24.4838
"SPRYD3",28.9719
"IGFBP6",12.7117
"SOAT2",1.124
"ZNF558",2.0432
"CABP2",0
"NDUFV1",14.8093
"CDK2AP2",61.1901
"NUDT8",4.4702
"TBX10",0
"AC011511.1",0
"PRDX2",181.755
"OR8J3",0
"OR5I1",0
"ZNF232",2.5391
"MIS12",5.7887
"CD300C",0.502
"CD300A",1.809
"TEKT1",0.8136
"HID1",12.5985
"MRPL58",19.6166
"ATP5PD",26.2894
"TMEM88",2.0492
"EVPL",5.0271
"SRP68",8.394
"MGAT5B",1.6016
"TMC8",0.9046
"TK1",27.1425
"TMEM68",2.7581
"CYP7A1",0.006
"GSDMA",0.1472
"KRT24",0
"GHDC",6.2994
"FAM234A",36.8293
"SOST",0
"ZNF598",6.9086
"RAB26",3.0262
"MLST8",11.733
"E4F1",4.494
"DNASE1L2",0.2536
"ECI1",31.9109
"CASKIN1",0.1631
"ABCA3",9.6455
"KCTD5",14.3303
"SRRM2",28.9816
"ZNF597",1.703
"NLRC3",0.2859
"SDHAF2",8.4685
"DDB1",24.945
"VPS37C",16.5708
"VWCE",0.1897
"RAB3IL1",8.5006
"BEST1",0.1621
"FTH1",77.8997
"BSCL2",0.3596
"POLR2G",62.3487
"SLC3A2",54.8567
"PLAAT5",28.136
"SPINDOC",13.1062
"ATG16L2",0.9246
"C2CD3",2.7825
"TRANK1",7.3256
"TTC21A",0.8607
"RPSA",193.4272
"ENTPD3",7.3073
"CTNNB1",28.8792
"ULK4",1.4677
"FADD",1.8732
"LTBP3",10.3368
"NAALADL1",0.7388
"SAC3D1",12.2365
"BATF2",12.9222
"SLC22A11",0.0067
"SF1",45.0456
"MAP4K2",2.7225
"MAJIN",0.0898
"CCDC88B",0.8892
"SCARA3",12.0021
"PBK",5.0837
"SCARA5",0
"PNOC",0.1485
"COPS6",61.794
"PAFAH1B2",22.1721
"ANKS3",1.5536
"NUDT16L1",29.9332
"KIAA1586",1.4374
"RAB4A",22.0635
"OR1F1",0
"OR2B2",0
"KCNJ4",0.0168
"SETD5",9.086
"VASN",10.034
"FAM83B",0.1142
"H3-4",0.2359
"THAP9",0.8269
"OR2C1",0.0123
"RNF187",137.9755
"HOOK3",1.7409
"MAPK1IP1L",18.6872
"DDIT4",15.4411
"RBPJ",7.1804
"LMBRD1",4.3689
"ZCCHC4",1.0328
"PTGDR",0.0513
"TTC39C",1.8022
"GLYCTK",0.2394
"GNG4",0.0904
"UBTD2",15.3921
"POLR2J3",0.6868
"NKIRAS2",9.0437
"DNAJC7",5.0751
"KCNV2",0.008
"IRF2BP2",45.1415
"PTF1A",0
"NT5DC2",8.1198
"FOXI1",5.9484
"SMIM4",10.8772
"COA6",20.4888
"KIF5C",0.8057
"MGAT2",0.0454
"BMI1",8.2886
"THAP11",9.8897
"MMADHC",43.5675
"PDHB",11.3685
"PXK",3.3153
"H1-4",0.2872
"PCMTD1",9.9609
"KCTD6",4.4344
"MPLKIP",4.8697
"ACOX2",16.1237
"FAM107A",0.2091
"IRF2",13.8879
"MOBP",0.0207
"CX3CR1",0.7562
"PPDPFL",0
"XIRP1",0.086
"INSM2",0.006
"DEGS2",40.2729
"SCN11A",0.0167
"ARF4",179.088
"SEPTIN2",41.5779
"FILIP1L",10.7575
"MFSD2A",4.8038
"DTYMK",10.3865
"TAP1",49.5155
"ING5",1.4661
"ATG4B",5.37
"BDKRB2",1.3387
"MLKL",2.4836
"RFWD3",4.9773
"MTNR1A",0.0135
"KCNG4",0
"RHOH",1.6262
"KLHL30",0.115
"COG7",6.3647
"CDC40",2.9637
"STIP1",66.4537
"SCNN1B",2.388
"HR",2.0589
"TXNDC2",0.0513
"RAB31",31.6772
"REEP4",13.5054
"TNXB",0.1629
"LGI3",0.0039
"SFTPC",0
"BMP1",9.7558
"ATXN2L",19.4535
"PHYHIP",0.3716
"CCDC110",0.4674
"POLR3D",2.884
"FEN1",26.3591
"CAVIN2",0.3758
"MTCL1",0.7167
"GBX2",0.1044
"HJV",0.0072
"SCGB1D1",0.0384
"HEXIM2",0.3754
"FNTA",4.6117
"SERINC2",241.5151
"MYL1",0.0131
"TRAPPC11",3.6586
"CHRM1",0.214
"COL3A1",686.2946
"GFRA2",0.0903
"ING2",2.8905
"CDKN2AIP",3.5036
"SNRNP48",2.7943
"TMEM223",13.8875
"SLC20A2",6.3203
"CRYGA",0
"DYNLRB2",2.4219
"TMUB2",7.5291
"ADAM29",0.0117
"STAT3",24.1166
"ZSWIM1",8.2137
"ADAM9",1.2925
"ADAM18",0.0045
"GDNF",0.1841
"MUCL3",0.0122
"WFDC13",0.1159
"AXIN2",1.6034
"NDUFS5",397.9287
"VWA3B",0.09
"ZNF30",3.427
"UGT3A2",0.1231
"LRATD2",14.8106
"LDLRAD4",1.0595
"KCTD19",0
"SLC16A4",2.0883
"IL7R",0.5026
"TMEM208",18.9256
"LRP1B",0.5337
"WFDC12",0.0449
"AHCYL1",50.4516
"DNAJC21",5.0822
"PKIG",22.7611
"NPNT",18.4836
"CA7",0.019
"FAM178B",0.4823
"TSPY2",0
"SEMA4C",7.8086
"CNNM3",4.6136
"GSTM4",13.0738
"TET2",0.9985
"CXXC4",0.9675
"TCTN2",3.4354
"SHOX2",1.3221
"PPIP5K1",2.7154
"TSPAN5",2.6228
"ABHD15",5.7064
"ZBTB5",3.333
"CHTF8",0.0566
"ADAL",1.2342
"LCMT2",3.5759
"SNTB2",2.7487
"IL12A",0.1957
"ZNF507",1.4682
"STX18",5.2434
"NSG1",0.2236
"ZBTB49",1.1074
"GFM1",4.0768
"OR13J1",0.2337
"HTR1E",0.0095
"FSTL5",0
"DDX19A",1.6641
"ATOH8",0.0973
"SOX14",0
"ANKRD49",4.31
"SFTPB",0.0169
"USP39",23.1505
"TNIP2",6.9238
"C2orf68",9.1323
"TMEM150A",11.5678
"RNF181",112.2759
"VAMP5",29.9781
"BTNL3",0
"LRRC28",1.3024
"MAT2A",24.3318
"PLA2G4F",0.5812
"ENHO",0.7442
"ZNF608",5.6671
"SLC35G2",0.6536
"INPP5D",1.0977
"LETM1",4.5871
"CTRB1",0.0079
"CTRB2",0.0075
"TRIM49",0
"TMEM129",5.754
"PPIC",45.6084
"SPRY3",0.2091
"CEP120",1.025
"STXBP6",0.0948
"TM4SF20",0
"MFF",7.5038
"GRM5",0
"LGALS9",41.2855
"JMJD7-PLA2G4B",0.0686
"CPLX1",1.7025
"PXDC1",14.403
"SIGLEC7",0.3319
"NTSR2",0.0652
"E2F6",3.3391
"FEM1B",9.5357
"COMMD8",3.7388
"ATP5ME",10.0187
"UQCRFS1",17.005
"SLC49A3",6.1147
"COL4A3",0.0134
"MAP2K1",10.6225
"KLK7",0.1208
"HNRNPH1",20.1486
"IRS1",3.6513
"MECP2",2.6413
"VCX3A",0
"UPF3A",4.6379
"ZBBX",0.3466
"ACTBL2",0.0311
"ROR2",9.6995
"AR",29.2091
"DHRSX",8.7276
"DHRSX",0
"VXN",0.0292
"HSPBAP1",1.5009
"ASMTL",4.7116
"ASMTL",0
"SLC25A6",398.0355
"SLC25A6",0
"CHST14",19.6986
"PARM1",3.9412
"CSNK1G1",2.5129
"FAM110B",9.5893
"ARMC4",0.0797
"AFAP1L2",1.9584
"ZNF354A",7.4179
"ATF5",16.4923
"UBE2V2",10.4762
"GOT1L1",0
"ZBTB43",2.9835
"CPT1C",0.5011
"PCSK9",0.1035
"XPO6",14.638
"GSG1L",0.0192
"MN1",1.7167
"APEX2",12.8573
"NSMCE1",29.4786
"CCDC126",1.7795
"IL13",0.0181
"NPIPB12",0.0442
"OR10G3",0
"RAB3B",0.2748
"OR6F1",0
"CD2BP2",22.1227
"RSPO1",0.7961
"RGS14",4.8246
"TBC1D10B",11.9727
"LMAN2",136.9719
"GCSAML",0.1263
"RAB24",1.1873
"PRELID1",16.9818
"THBS3",11.1144
"CA5B",0.6692
"SLC50A1",87.3421
"EFNA1",95.4702
"CXCL10",96.6634
"NPIPB3",0.494
"SH3TC2",0.0255
"CXCL11",42.8016
"ZRSR2",12.2563
"NMD3",8.0066
"ADRB2",1.2439
"B3GALNT1",2.9032
"GPRIN1",2.6448
"HSPB3",0.2817
"KCNAB1",0.3798
"MRPL1",10.4137
"SHE",0.5292
"NR0B1",0
"PGM2",4.1094
"STK32A",0.1999
"IL1RAPL1",0.0048
"P2RY12",0.067
"C22orf15",0.0328
"OR5AU1",0
"MINAR1",0.3083
"PDILT",0
"UMOD",0.0153
"GP2",2.1617
"SLC33A1",2.7139
"SNUPN",3.8525
"CRADD",2.5944
"SIN3A",8.4141
"ARL13B",1.8207
"RNASE2",0.2898
"ELSPBP1",0
"RNASE3",0.0242
"PTK2",13.2025
"RSPH10B2",0.0104
"PTAFR",2.1487
"PTPN9",7.0854
"RNASE6",4.5737
"NPR1",1.078
"KCNK9",0.0359
"CXCL8",0.8154
"SCN9A",0.005
"RASSF6",0.2072
"COL22A1",0.2719
"SDC2",66.1338
"CD52",10.4627
"MMGT1",4.2098
"SPRR1B",0.618
"SPRR1A",0.644
"OR4K14",0
"OR4K15",0
"TM2D2",8.8764
"HTRA4",0.3594
"PLEKHA2",2.8687
"CLIC4",38.6455
"SLC38A11",0.1034
"GPR183",1.4963
"CRCT1",0
"CCDC8",3.1434
"METTL15",1.1379
"ZNF280A",0
"MUC15",0.0727
"CT55",0.0503
"ZEB2",0.6986
"GJB1",2.238
"PCBP1",3.0306
"HINT1",41.35
"DTWD2",2.86
"VPREB1",0
"CLIC3",18.3751
"INO80E",6.3464
"BNC1",0.0363
"DFFB",1.7568
"NFU1",21.1521
"ANTXR1",37.9399
"GKN1",0
"CKAP2L",1.7821
"C15orf40",1.4312
"RAMAC",3.2443
"PROKR1",0.0487
"APLF",0.5028
"BOLA2B",0.5215
"RGPD8",0.0848
"HIC2",0.4388
"LUZP1",3.3289
"HEXD",3.8177
"DRD5",0
"BUB1",3.9885
"SPNS1",0.0504
"LRRC45",8.3056
"CHRNA5",0.0384
"MT1B",0
"CENPX",44.0099
"AGPAT2",29.5751
"ASPSCR1",4.3611
"GP9",0.0397
"FASN",95.6507
"CNBP",125.3122
"MT1E",43.0241
"ACTRT2",0
"DUS1L",26.2808
"GPS1",27.5018
"RFNG",11.0852
"DCXR",85.5064
"ZNF32",39.4449
"LDB2",2.1644
"RAC3",18.7339
"NRG4",0.2182
"LIMS1",9.5522
"TMEM266",0.142
"NLGN1",0.0051
"TAPT1",3.9425
"PRYP3",0
"UGP2",16.3768
"TAS2R1",0.0705
"LINGO1",2.2535
"PRY",0
"RBMY1F",0
"PRY2",0
"HNRNPF",115.2547
"BTD",2.4166
"CSGALNACT2",7.4217
"TACR3",0.013
"GSX1",0
"PCDH7",2.3437
"ROBO1",2.4229
"ONECUT1",0
"AVEN",4.524
"P2RY1",0.2315
"CTNND2",1.6742
"TRIM56",9.4681
"MUC17",0
"AHSP",0
"WNT10B",0.0936
"CALML6",0.2983
"REPS2",8.148
"MUC3A",0.029
"SYAP1",27.7449
"ITGAM",1.5102
"PYDC1",3.3848
"TPST1",5.5729
"TM4SF4",0.0227
"TOR1AIP2",9.2403
"S100G",0.1911
"TM4SF1",45.662
"OTUD3",1.0355
"OTUD7A",0.1527
"GUSB",31.7525
"BRD3",5.1015
"KLF13",4.1714
"FRMPD4",0.0017
"ZFPM2",0.6881
"ZNF764",4.3456
"HSFY2",0
"ZNF747",7.7708
"ZNF768",30.1522
"TAS1R3",0.9157
"TMEM42",4.473
"MAP3K2",4.6583
"PUSL1",6.9934
"SF3B5",156.695
"ZNF35",4.6512
"TIGD4",0.0214
"IFFO2",2.8957
"NLGN2",4.0178
"MYO7B",0.0395
"CHD3",7.4247
"TMEM154",0.3329
"MYRIP",0.3141
"ALCAM",12.682
"YWHAG",69.3743
"UBE2E3",28.5086
"CNTROB",3.3934
"TRAPPC1",48.6007
"ZPLD1",0.0542
"KCNAB3",0.1633
"SERPINA9",0.3191
"FAM153A",0.0082
"GPR37L1",0.0453
"SIMC1",2.4656
"TMEM192",1.5284
"NSG2",0.0407
"SPDYE5",0.068
"SERPINA6",0.1224
"ZNF778",0.3756
"NIPA1",2.6765
"FOXD4",0.3876
"GPR25",0.0145
"UBE2E1",6.4023
"HNRNPA3",70.7595
"SIK2",3.4901
"AL391987.1",0
"RNF150",0.1453
"CCDC144A",0
"VGLL2",0
"HOXD4",2.0664
"CHRNB1",3.0024
"HOXD12",0.0202
"GYPA",0
"USP38",2.6734
"SLC16A5",0.5404
"NANP",2.565
"ANKK1",0.46
"ADRA1B",0.536
"ADPRM",3.7011
"FABP6",0.5114
"PWWP2A",2.7823
"USP50",0.0877
"USP47",3.8915
"PDCD6IP",18.1709
"MRGPRX1",0
"ZNF212",5.24
"MRAP",0.0519
"FAM161A",0.4101
"ZNF282",10.6428
"GLB1",23.4449
"GON7",13.4159
"FAXDC2",1.8021
"CRTAP",33.7633
"HSPB2",0.0619
"C7orf33",0
"CNGB3",0.0277
"SLN",0.5182
"ELP5",6.8598
"CMTM8",9.1697
"GABARAP",0.2495
"LGALS9B",0.0912
"STX8",7.7706
"CDK1",17.4014
"UBB",172.0063
"NFRKB",5.517
"FABP4",0.8129
"FRMPD2",0.004
"PRDM10",1.6506
"B3GNT2",12.6017
"FOS",8.9724
"TMED10",95.9191
"SETMAR",13.8979
"SMAD1",3.0639
"CST5",1.0364
"CST2",2.2143
"EMX2",0.7305
"CST1",15.2146
"SP7",0.0154
"TCAF2",2.005
"SEMA3E",0.9342
"LRRN2",4.7278
"SLC30A1",7.2173
"DCLK2",3.1697
"ZNF804A",0.0115
"GPRC5C",3.8935
"TMEM182",0.4744
"VSTM2A",0.0087
"KRT8",566.1349
"KRT78",0.1867
"ADORA2B",0.2999
"SDR9C7",0.068
"MGMT",5.8902
"METTL7B",0.1898
"KRT86",0.5308
"HARS1",5.5303
"NFXL1",1.3078
"KRT75",3.4215
"DENND5B",0.5486
"CD14",24.2886
"DNAJC18",1.1908
"KRT6C",0.6738
"RIOX1",7.3239
"SPATA24",4.5887
"RALGAPB",8.6466
"PYM1",26.8917
"MZB1",14.5434
"KRT4",0.3203
"SLC23A1",1.6666
"KRT74",0.0058
"NPAS2",1.0749
"KRT72",0.0404
"KISS1",0.5114
"LONRF2",0.5682
"NUDT9",10.9969
"HSD17B13",0.0073
"PA2G4",49.3668
"COX7B2",0
"ELOVL6",1.0781
"KRT83",0.0278
"PFKFB3",21.1792
"TMC7",0.1974
"ARL6IP1",86.7551
"SERPINB9",4.239
"SMAGP",1.0885
"IRX1",0.6103
"CDH2",0.6199
"IRX2",15.5823
"EMB",3.4179
"SIX2",0.5833
"DLGAP1",0.0648
"STAT2",29.7995
"NUDCD2",2.6786
"IRF2BP1",33.9254
"OR9K2",0
"HSPA4",63.5339
"FOXA3",0.0409
"FAM71B",0
"SLC26A5",0
"COMMD5",23.5757
"SGCD",2.0864
"GTSF1",0.1102
"ZNF16",5.7905
"ARMC10",16.5444
"RNF34",12.1006
"ACYP2",2.5816
"TRABD",17.1016
"ATF7",9.7818
"RASA4B",0.2285
"SOCS6",4.586
"CAVIN4",0.2526
"OR10A3",0.0066
"ZNF296",13.318
"HOXB9",1.2238
"TTLL6",0.0989
"POLH",4.4925
"SYT9",1.7701
"KCNS3",31.7745
"RBMXL2",0.0081
"KIF5B",19.5817
"GPR37",0.5448
"AKAP13",2.2267
"TPD52L3",0.005
"CDCA4",9.9513
"OR10A4",0
"SDR16C5",3.2454
"DYDC1",0.0281
"OR10A2",0
"CHCHD7",3.4084
"HTRA3",33.9852
"FOXN2",1.015
"LMOD2",0.0325
"BFSP2",0.2943
"FSHR",0
"USP32",2.9419
"CEL",2.6162
"PPM1D",2.8406
"GPR27",4.6597
"AC093323.1",5.8895
"PSG6",0
"KBTBD2",11.9172
"RIOX2",4.3117
"TRIAP1",28.3312
"LSM3",26.5352
"KIAA0232",3.9179
"MTSS1",3.6757
"TMEM43",37.6296
"RNF139",25.7731
"RPS9",189.9891
"PLA2G1B",0.2229
"CYTL1",0.211
"TSEN34",33.2741
"TRH",0.3386
"GSTA4",34.917
"MSANTD4",2.7914
"NDUFA3",39.9541
"OSCAR",3.1038
"PAQR8",0.9084
"NUDT6",0.0581
"OR7G3",0
"TANC2",2.0593
"OR7G2",0
"TEX13B",0
"PKHD1",0.0508
"OR1M1",0
"NCBP2L",0.6022
"DNAJC24",1.3034
"MBD3L1",0
"ZNF160",4.7643
"PGK2",0.0535
"OR8B12",0
"ZNF415",5.7547
"CAVIN3",5.7961
"CEACAM3",0.0237
"DCDC1",0.0793
"HAS2",0.9678
"PDGFD",5.3555
"PLAC1",0.6393
"DDI1",0
"S1PR1",1.9975
"HS6ST2",2.8331
"OR4D5",0
"PYGO1",0.2858
"LRRC8E",0.1085
"PKIA",10.6278
"XKR6",0.1961
"TSNARE1",4.4482
"FPR2",0.0384
"FPR1",0.2023
"PATE1",0
"OR13H1",0
"FEZ2",3.6866
"SOX7",0.8113
"C8orf74",0
"C11orf24",29.2579
"ALK",0.0683
"KYAT1",0.0097
"MTM1",2.4801
"OBP2B",69.4301
"TRMT61B",2.5947
"INSR",5.4134
"MFN1",12.6587
"GIMAP8",1.6121
"HSFX1",0
"NRTN",0.392
"KCNMB3",0.2537
"FUT3",3.8143
"KCNG3",0.0281
"ATP6V0E2",10.7507
"PRKCE",0.6186
"OR2K2",0.2337
"JAGN1",30.9546
"RLN3",0
"TADA3",31.9221
"SOCS5",3.2246
"C1GALT1C1",19.0616
"C9orf16",41.0247
"MORN4",3.2741
"ZNF672",15.3756
"ZNF692",8.7494
"NAIF1",3.3816
"RBKS",3.5791
"OR2M4",0
"GRIK1",0.0328
"MUC7",0
"OPRPN",0
"SMR3B",0
"TMEM126A",26.7538
"TMEM126B",16.762
"TRIM8",34.1656
"NETO2",0.7303
"CSN3",0
"CLDN20",0.0144
"CDC42BPG",5.6044
"SCAND1",48.7409
"JUNB",42.2162
"FAM241B",13.0991
"TMEM37",2.6564
"UGT2B7",0.0077
"LRG1",19.6148
"SHCBP1",0.9264
"SOSTDC1",0.2672
"NPTX1",0.0644
"FAM98B",9.5557
"ZNF439",2.1339
"ZNF440",2.9317
"GAA",36.7423
"CANT1",15.2884
"KCNK3",1.7659
"ZDHHC16",16.6787
"CHST11",4.9336
"EXOSC1",11.2454
"PGAM1",20.3113
"CHD7",2.1383
"ESCO2",0.4411
"KRT19",3074.3176
"KRT15",27.1266
"LURAP1",0.1787
"KRT38",0.0258
"CLCN5",0.4477
"TPPP",0.9946
"KCND3",2.8854
"APLN",7.1732
"KRTAP4-4",0
"KRT13",0.0776
"XAGE3",0
"KRT9",1.2647
"XAGE5",0
"PDE7B",0.878
"MRPL36",31.9219
"ZNF581",26.8533
"NAT1",30.4955
"KRT20",0.0636
"GLOD5",1.6833
"KSR2",0.1729
"ZNF524",11.4031
"MCC",3.7386
"KRT27",0
"ZBTB26",1.557
"CDK5R2",0
"DSEL",0.3978
"POLR1C",5.2875
"ASXL1",2.7298
"OR1L6",0
"DLK2",0.6066
"ZNF562",2.2112
"ZNF318",2.1503
"ZNF561",6.6998
"WIPF2",22.6219
"HOPX",1.875
"SPACA5B",0
"OR1L3",0
"NLRP5",0
"LRRC8C",1.2162
"SPACA5",0
"RSL1D1",41.6221
"LRRC8D",11.4249
"MROH2B",0.0057
"OR1L8",0.1117
"PPID",8.5144
"OR1N2",0
"COL24A1",0.2926
"ETFDH",2.86
"OR1N1",0
"RXFP1",0.1774
"LPAR3",0.2901
"PTGER4",1.4523
"TBCA",59.7306
"NEUROD2",0.0641
"MAP6",2.0759
"OTP",0.01
"ECEL1",0.2044
"BCL2L1",30.9813
"FGG",0.6907
"FGA",0
"OR2AT4",0.002
"FGB",2.425
"PLRG1",9.4066
"RAB4B-EGLN2",0
"ZNF584",3.9209
"DSCAM",0.0809
"DNAI2",0.0182
"NMUR1",0.081
"CLSTN1",63.7765
"CXXC5",35.2208
"ZNF274",1.4982
"PIK3CD",1.1998
"PTCRA",0.2227
"SLC25A33",3.7791
"ENC1",22.5299
"SPSB1",20.3948
"P2RY6",2.0051
"BPTF",3.9689
"S100Z",0.0178
"ZIK1",0.2914
"GPR82",0.152
"GPR34",0.948
"PLEKHG5",2.3167
"ATF7IP",12.9993
"LKAAEAR1",0.9215
"RGS19",11.2148
"TCEA2",18.5721
"DEFB4A",0
"ANO5",0.5737
"HDAC3",12.0058
"SPATA46",0.0188
"GPHN",1.7513
"VAT1L",0.1738
"TMEM51",8.2357
"CAMTA1",4.1877
"LGALS4",0.164
"LRRC34",0.2571
"PAH",0.0189
"SPATA5L1",3.3988
"GATM",0.2235
"SYCE1",0.0043
"NXNL1",0
"RASGRP4",0.1912
"NHLH1",0.748
"SLFNL1",0.0726
"BCL2",2.1067
"RHNO1",11.3575
"CTPS1",3.3378
"UTF1",0.0143
"KNDC1",2.7205
"WDR87",0.0076
"METTL18",10.8083
"CFAP46",0.3511
"COL8A2",29.2385
"PWWP2B",15.7525
"PCDHB1",0
"ZNF540",0.3489
"ANGPTL7",0.1095
"FBXL14",2.3673
"EXOSC10",11.2003
"ZNF570",1.6731
"NINJ2",3.3961
"MLLT3",2.7004
"FAM90A1",0.0891
"RRM2",9.6164
"TRAPPC12",5.4493
"IFNB1",0.8704
"RPS21",593.2787
"C3AR1",4.0644
"MRM3",4.6865
"PTEN",15.9147
"RPS7",133.63
"PRND",0.1398
"RNASEH1",4.2995
"PRNP",46.2562
"KLF17",0.1596
"ADRA1D",0.1505
"FRMD5",0.1559
"AQP4",0.3452
"CYP4F11",2.2237
"TLN2",1.0588
"LGALS9C",0.0549
"TVP23B",2.9686
"FBXW10",0.0476
"OR10H3",0
"ZNF217",14.0827
"OR10H2",0
"SRGAP2C",0.4504
"OR52A5",0
"SCG2",1.4237
"ATPAF2",1.6377
"CYP4F22",23.5459
"FOXB1",0
"PPIH",5.2079
"DRC3",0.7162
"ZNF57",0.0823
"SHLD1",1.7667
"JMJD1C",5.0675
"LDHAL6B",0.0498
"SYNPO",5.6461
"ZNF556",0.037
"MAL",0.3111
"ZNF554",1.1196
"RAB33B",1.3685
"THOP1",5.3751
"ANKRD20A4P",0.0077
"REG3A",0
"GAP43",2.6617
"REG1B",0
"EPHX4",1.4838
"LAMB2",36.0681
"USP19",12.8155
"QARS1",55.5068
"ORMDL3",49.8983
"SERF1A",0
"KLF11",2.6533
"LRRC15",34.0501
"SMN1",4.2502
"EIF2AK3",5.9423
"TEX37",0.0436
"MOB3A",18.9781
"KRCC1",10.426
"NME6",3.5457
"CYCS",28.2576
"CD8B",0.2602
"SLFN12",1.9972
"CALB2",3.7107
"SLC9C1",0.0041
"OR1A1",0
"OR1A2",0
"OR8I2",0
"LCE1D",0
"CCL11",9.2045
"FRMD3",0.3405
"SNTB1",1.9707
"MTBP",1.1735
"TEFM",1.5993
"MRPL13",21.5565
"MALT1",1.5963
"PRL",0
"ISG20",8.7196
"OR4C11",0
"MBOAT1",11.1887
"OR8U1",0
"ID4",2.5995
"OR4X2",0
"GPR22",0.0047
"CXCR6",0.3362
"CEBPB",63.1515
"AZU1",1.9808
"TPSAB1",14.1917
"ATOH1",0
"PAIP1",21.4032
"CLEC7A",1.2491
"C5orf34",1.2205
"C1QTNF4",0.4922
"NEGR1",0.8004
"ZNF131",2.5359
"MACROD2",0.5706
"DPAGT1",14.9018
"BSG",295.0115
"HINFP",2.2983
"CDY1",0
"OR10V1",0
"CERS6",5.1142
"SPTLC3",9.315
"COPRS",25.8742
"TP53RK",12.3655
"B3GALT1",0.0239
"OR5A1",0
"CLEC12A",0.2457
"OR5A2",0
"BPGM",15.0323
"POP7",61.3071
"ALG14",1.7765
"SUCLG2",28.9315
"STARD5",0.192
"CSDC2",1.4534
"RCAN2",4.9386
"IL16",0.7333
"ABCG4",0.0307
"CDY1B",0
"GNB2",127.2074
"CFAP53",1.5634
"OR5B12",0
"OR5B2",0
"MCRIP2",7.5179
"PDZD3",0.0182
"C2CD2L",3.7735
"OR9I1",0
"ARNT2",10.4055
"GNG12",25.553
"PRSS27",0.8077
"MYOZ2",0.0068
"SYNPO2",1.7833
"DNAJB7",0.0203
"CLP1",7.6806
"INSL5",0.0973
"EFCAB3",0.0057
"TTC36",0.7927
"RSPH9",0.362
"COPS9",18.9503
"GTPBP2",12.3623
"FGGY",0.8827
"OR9G4",0
"IL17D",0.2979
"OR5AR1",0
"FUT9",0.0431
"OR5AP2",0
"TCEAL1",8.0261
"ZNF24",8.3439
"HSFY1",0
